year,election,wilaya,moughataa,commune,candidate,registered_voters,nb_null_votes,nb_neutral_votes,nb_votes
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,NIDA ELWATAN (NIDA ELWATAN),5322,537,37,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti Alliance Nationale Démocratique (AND),5322,537,37,17
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti EL INSAF,5322,537,37,559
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti EL VADILA (EL VADILA),5322,537,37,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti El Karama (El Karama),5322,537,37,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),5322,537,37,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti HIWAR,5322,537,37,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti Mauritanien pour l'Union et le Changement (HATEM),5322,537,37,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),5322,537,37,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti Républicain pour la Démocratie et le Renouveau (PRDR),5322,537,37,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti SAWAB (SAWAB),5322,537,37,1191
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti de la Construction et du Progrès (PCP),5322,537,37,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti de l’Unité et du Développement (PUD),5322,537,37,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti des Masses Mauritaniennes (PMM),5322,537,37,7
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti le centre par L’action et pour le Progres (LE CAP),5322,537,37,5
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti «El Islah» (El Islah),5322,537,37,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Parti «Ravah» (RAVAH),5322,537,37,6
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Rassemblement National pour la Réforme et le Développement (Tewassoul),5322,537,37,11
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Rassemblement des Forces Démocratiques (RFD),5322,537,37,0
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Sursaut de la Jeunesse pour la Nation (SJN),5322,537,37,31
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Union des Forces de Progrès (UFP),5322,537,37,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Union pour la Démocratie et le Progrès (UDP),5322,537,37,2021
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Bouanz,Union pour la Planification et la Construction (UPC),5322,537,37,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Alliance Populaire Progressiste (APP),5244,577,59,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),5244,577,59,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,NIDA ELWATAN (NIDA ELWATAN),5244,577,59,1
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti Alliance Nationale Démocratique (AND),5244,577,59,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti EL INSAF,5244,577,59,1107
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti EL VADILA (EL VADILA),5244,577,59,6
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti El Karama (El Karama),5244,577,59,0
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),5244,577,59,13
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti HIWAR,5244,577,59,32
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti Mauritanien pour l'Union et le Changement (HATEM),5244,577,59,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),5244,577,59,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti Républicain pour la Démocratie et le Renouveau (PRDR),5244,577,59,1
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti SAWAB (SAWAB),5244,577,59,809
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti de la Construction et du Progrès (PCP),5244,577,59,1
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti de l’Unité et du Développement (PUD),5244,577,59,0
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti des Masses Mauritaniennes (PMM),5244,577,59,0
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti le centre par L’action et pour le Progres (LE CAP),5244,577,59,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti «El Islah» (El Islah),5244,577,59,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Parti «Ravah» (RAVAH),5244,577,59,7
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Rassemblement National pour la Réforme et le Développement (Tewassoul),5244,577,59,7
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Rassemblement des Forces Démocratiques (RFD),5244,577,59,1
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Sursaut de la Jeunesse pour la Nation (SJN),5244,577,59,7
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Union des Forces de Progrès (UFP),5244,577,59,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Union pour la Démocratie et le Progrès (UDP),5244,577,59,1534
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Dafort,Union pour la Planification et la Construction (UPC),5244,577,59,1
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Alliance Populaire Progressiste (APP),2263,1215,2,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),2263,1215,2,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,NIDA ELWATAN (NIDA ELWATAN),2263,1215,2,11
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti Alliance Nationale Démocratique (AND),2263,1215,2,85
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti EL INSAF,2263,1215,2,164
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti EL VADILA (EL VADILA),2263,1215,2,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti El Karama (El Karama),2263,1215,2,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),2263,1215,2,26
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti HIWAR,2263,1215,2,22
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti Mauritanien pour l'Union et le Changement (HATEM),2263,1215,2,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),2263,1215,2,1
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti Républicain pour la Démocratie et le Renouveau (PRDR),2263,1215,2,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti SAWAB (SAWAB),2263,1215,2,11
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti de la Construction et du Progrès (PCP),2263,1215,2,5
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti de l’Unité et du Développement (PUD),2263,1215,2,2
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti des Masses Mauritaniennes (PMM),2263,1215,2,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti le centre par L’action et pour le Progres (LE CAP),2263,1215,2,9
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti «El Islah» (El Islah),2263,1215,2,7
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Parti «Ravah» (RAVAH),2263,1215,2,22
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Rassemblement National pour la Réforme et le Développement (Tewassoul),2263,1215,2,33
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Rassemblement des Forces Démocratiques (RFD),2263,1215,2,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Sursaut de la Jeunesse pour la Nation (SJN),2263,1215,2,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Union des Forces de Progrès (UFP),2263,1215,2,5
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Union pour la Démocratie et le Progrès (UDP),2263,1215,2,147
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leaweinat,Union pour la Planification et la Construction (UPC),2263,1215,2,18
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Alliance Populaire Progressiste (APP),5171,1081,183,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),5171,1081,183,24
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,NIDA ELWATAN (NIDA ELWATAN),5171,1081,183,30
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti Alliance Nationale Démocratique (AND),5171,1081,183,13
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti EL INSAF,5171,1081,183,714
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti EL VADILA (EL VADILA),5171,1081,183,14
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti El Karama (El Karama),5171,1081,183,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),5171,1081,183,174
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti HIWAR,5171,1081,183,22
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti Mauritanien pour l'Union et le Changement (HATEM),5171,1081,183,6
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),5171,1081,183,17
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti Républicain pour la Démocratie et le Renouveau (PRDR),5171,1081,183,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti SAWAB (SAWAB),5171,1081,183,400
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti de la Construction et du Progrès (PCP),5171,1081,183,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti de l’Unité et du Développement (PUD),5171,1081,183,5
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti des Masses Mauritaniennes (PMM),5171,1081,183,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti le centre par L’action et pour le Progres (LE CAP),5171,1081,183,14
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti «El Islah» (El Islah),5171,1081,183,125
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Parti «Ravah» (RAVAH),5171,1081,183,165
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Rassemblement National pour la Réforme et le Développement (Tewassoul),5171,1081,183,81
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Rassemblement des Forces Démocratiques (RFD),5171,1081,183,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Sursaut de la Jeunesse pour la Nation (SJN),5171,1081,183,15
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Union des Forces de Progrès (UFP),5171,1081,183,304
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Union pour la Démocratie et le Progrès (UDP),5171,1081,183,824
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Leboully,Union pour la Planification et la Construction (UPC),5171,1081,183,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Alliance Populaire Progressiste (APP),3081,971,263,38
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),3081,971,263,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,NIDA ELWATAN (NIDA ELWATAN),3081,971,263,5
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti Alliance Nationale Démocratique (AND),3081,971,263,32
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti EL INSAF,3081,971,263,474
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti EL VADILA (EL VADILA),3081,971,263,26
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti El Karama (El Karama),3081,971,263,0
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),3081,971,263,17
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti HIWAR,3081,971,263,15
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti Mauritanien pour l'Union et le Changement (HATEM),3081,971,263,19
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),3081,971,263,17
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti Républicain pour la Démocratie et le Renouveau (PRDR),3081,971,263,0
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti SAWAB (SAWAB),3081,971,263,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti de la Construction et du Progrès (PCP),3081,971,263,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti de l’Unité et du Développement (PUD),3081,971,263,123
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti des Masses Mauritaniennes (PMM),3081,971,263,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti le centre par L’action et pour le Progres (LE CAP),3081,971,263,63
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti «El Islah» (El Islah),3081,971,263,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Parti «Ravah» (RAVAH),3081,971,263,5
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Rassemblement National pour la Réforme et le Développement (Tewassoul),3081,971,263,101
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Rassemblement des Forces Démocratiques (RFD),3081,971,263,1
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Sursaut de la Jeunesse pour la Nation (SJN),3081,971,263,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Union des Forces de Progrès (UFP),3081,971,263,7
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Union pour la Démocratie et le Progrès (UDP),3081,971,263,254
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Lehraj,Union pour la Planification et la Construction (UPC),3081,971,263,5
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Alliance Populaire Progressiste (APP),3025,898,161,6
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),3025,898,161,65
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,NIDA ELWATAN (NIDA ELWATAN),3025,898,161,20
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti Alliance Nationale Démocratique (AND),3025,898,161,43
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti EL INSAF,3025,898,161,247
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti EL VADILA (EL VADILA),3025,898,161,139
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti El Karama (El Karama),3025,898,161,18
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),3025,898,161,85
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti HIWAR,3025,898,161,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti Mauritanien pour l'Union et le Changement (HATEM),3025,898,161,9
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),3025,898,161,91
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti Républicain pour la Démocratie et le Renouveau (PRDR),3025,898,161,17
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti SAWAB (SAWAB),3025,898,161,86
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti de la Construction et du Progrès (PCP),3025,898,161,6
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti de l’Unité et du Développement (PUD),3025,898,161,25
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti des Masses Mauritaniennes (PMM),3025,898,161,11
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti le centre par L’action et pour le Progres (LE CAP),3025,898,161,11
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti «El Islah» (El Islah),3025,898,161,16
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Parti «Ravah» (RAVAH),3025,898,161,12
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Rassemblement National pour la Réforme et le Développement (Tewassoul),3025,898,161,153
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Rassemblement des Forces Démocratiques (RFD),3025,898,161,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Sursaut de la Jeunesse pour la Nation (SJN),3025,898,161,13
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Union des Forces de Progrès (UFP),3025,898,161,37
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Union pour la Démocratie et le Progrès (UDP),3025,898,161,165
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Ould Yengé,Union pour la Planification et la Construction (UPC),3025,898,161,9
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Alliance Populaire Progressiste (APP),4074,1614,361,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),4074,1614,361,9
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,NIDA ELWATAN (NIDA ELWATAN),4074,1614,361,28
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti Alliance Nationale Démocratique (AND),4074,1614,361,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti EL INSAF,4074,1614,361,254
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti EL VADILA (EL VADILA),4074,1614,361,36
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti El Karama (El Karama),4074,1614,361,9
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),4074,1614,361,8
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti HIWAR,4074,1614,361,442
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti Mauritanien pour l'Union et le Changement (HATEM),4074,1614,361,42
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),4074,1614,361,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti Républicain pour la Démocratie et le Renouveau (PRDR),4074,1614,361,6
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti SAWAB (SAWAB),4074,1614,361,63
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti de la Construction et du Progrès (PCP),4074,1614,361,13
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti de l’Unité et du Développement (PUD),4074,1614,361,3
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti des Masses Mauritaniennes (PMM),4074,1614,361,12
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti le centre par L’action et pour le Progres (LE CAP),4074,1614,361,10
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti «El Islah» (El Islah),4074,1614,361,25
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Parti «Ravah» (RAVAH),4074,1614,361,41
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Rassemblement National pour la Réforme et le Développement (Tewassoul),4074,1614,361,108
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Rassemblement des Forces Démocratiques (RFD),4074,1614,361,4
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Sursaut de la Jeunesse pour la Nation (SJN),4074,1614,361,22
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Union des Forces de Progrès (UFP),4074,1614,361,12
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Union pour la Démocratie et le Progrès (UDP),4074,1614,361,133
2023,Législatives nationales des jeunes,Guidimagha,Ould Yengé,Tektake,Union pour la Planification et la Construction (UPC),4074,1614,361,23
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Alliance Populaire Progressiste (APP),5893,925,44,16
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),5893,925,44,24
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,NIDA ELWATAN (NIDA ELWATAN),5893,925,44,12
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti Alliance Nationale Démocratique (AND),5893,925,44,51
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti EL INSAF,5893,925,44,1524
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti EL VADILA (EL VADILA),5893,925,44,24
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti El Karama (El Karama),5893,925,44,26
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),5893,925,44,22
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti HIWAR,5893,925,44,12
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti Mauritanien pour l'Union et le Changement (HATEM),5893,925,44,8
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),5893,925,44,28
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti Républicain pour la Démocratie et le Renouveau (PRDR),5893,925,44,10
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti SAWAB (SAWAB),5893,925,44,306
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti de la Construction et du Progrès (PCP),5893,925,44,4
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti de l’Unité et du Développement (PUD),5893,925,44,6
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti des Masses Mauritaniennes (PMM),5893,925,44,34
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti le centre par L’action et pour le Progres (LE CAP),5893,925,44,8
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti «El Islah» (El Islah),5893,925,44,7
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Parti «Ravah» (RAVAH),5893,925,44,13
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Rassemblement National pour la Réforme et le Développement (Tewassoul),5893,925,44,243
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Rassemblement des Forces Démocratiques (RFD),5893,925,44,10
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Sursaut de la Jeunesse pour la Nation (SJN),5893,925,44,27
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Union des Forces de Progrès (UFP),5893,925,44,51
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Union pour la Démocratie et le Progrès (UDP),5893,925,44,1258
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Hassi Chegar,Union pour la Planification et la Construction (UPC),5893,925,44,16
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Alliance Populaire Progressiste (APP),3263,477,27,1
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),3263,477,27,19
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,NIDA ELWATAN (NIDA ELWATAN),3263,477,27,1
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Parti Alliance Nationale Démocratique (AND),3263,477,27,3
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Parti EL INSAF,3263,477,27,829
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Parti EL VADILA (EL VADILA),3263,477,27,2
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Parti El Karama (El Karama),3263,477,27,8
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),3263,477,27,1
2023,Législatives nationales des jeunes,Guidimagha,Sélibaby,Ould M'Bonny,Parti HIWAR,3263,477,27,1
